Channel			  :,CH1
Frequency			  :,F=  ?
Period 			  :,T=  ?
PK-PK				  :,Vpp=4.640V
Average			  :,V=3.375V
Vertical pos		  :,0.00mV
Probe attenuation	  :,10X
Voltage per ADC value:,80.00mV
Time interval		  :,40.00uS

index,CH1_Voltage(mV)
1860,0.00
1861,0.00
1862,0.00
1863,0.00
1864,0.00
1865,0.00
1866,4480.00
1867,4480.00
1868,4560.00
1869,4560.00
1870,4480.00
1871,4560.00
1872,4480.00
1873,4560.00
1874,4480.00
1875,4560.00
1876,4560.00
1877,4560.00
1878,160.00
1879,160.00
1880,80.00
1881,0.00
1882,0.00
1883,0.00
1884,0.00
1885,0.00
1886,0.00
1887,0.00
1888,0.00
1889,0.00
1890,0.00
1891,0.00
1892,0.00
1893,0.00
1894,4480.00
1895,4400.00
1896,4480.00
1897,4480.00
1898,4480.00
1899,4560.00
1900,4560.00
1901,4480.00
1902,4480.00
1903,4560.00
1904,4480.00
1905,4480.00
1906,4560.00
1907,4560.00
1908,4560.00
1909,4560.00
1910,4480.00
1911,4560.00
1912,4480.00
1913,4480.00
1914,4560.00
1915,4480.00
1916,4480.00
1917,4560.00
1918,4480.00
1919,4560.00
1920,4480.00
1921,4560.00
1922,4560.00
1923,4560.00
1924,4560.00
1925,4560.00
1926,4560.00
1927,4480.00
1928,4560.00
1929,4560.00
1930,4560.00
1931,4560.00
1932,4560.00
1933,4480.00
1934,4560.00
1935,160.00
1936,80.00
1937,80.00
1938,0.00
1939,0.00
1940,0.00
1941,0.00
1942,0.00
1943,0.00
1944,0.00
1945,0.00
1946,0.00
1947,0.00
1948,0.00
1949,0.00
1950,4400.00
1951,4480.00
1952,4480.00
1953,4480.00
1954,4480.00
1955,4480.00
1956,4560.00
1957,4480.00
1958,4480.00
1959,4560.00
1960,4560.00
1961,4560.00
1962,4480.00
1963,80.00
1964,80.00
1965,0.00
1966,0.00
1967,0.00
1968,0.00
1969,0.00
1970,0.00
1971,0.00
1972,0.00
1973,0.00
1974,0.00
1975,0.00
1976,0.00
1977,0.00
1978,0.00
1979,4480.00
1980,4480.00
1981,4480.00
1982,4480.00
1983,4480.00
1984,4480.00
1985,4480.00
1986,4480.00
1987,4560.00
1988,4560.00
1989,4560.00
1990,4560.00
1991,160.00
1992,80.00
1993,0.00
1994,80.00
1995,0.00
1996,80.00
1997,0.00
1998,80.00
1999,80.00
2000,0.00
2001,0.00
2002,0.00
2003,0.00
2004,0.00
2005,0.00
2006,0.00
2007,4480.00
2008,4400.00
2009,4480.00
2010,4480.00
2011,4480.00
2012,4480.00
2013,4480.00
2014,4480.00
2015,4480.00
2016,4560.00
2017,4560.00
2018,4480.00
2019,4560.00
2020,80.00
2021,80.00
2022,0.00
2023,80.00
2024,80.00
2025,0.00
2026,0.00
2027,80.00
2028,0.00
2029,0.00
2030,0.00
2031,0.00
2032,0.00
2033,0.00
2034,0.00
2035,4400.00
2036,4400.00
2037,4480.00
2038,4480.00
2039,4560.00
2040,4560.00
2041,4480.00
2042,4560.00
2043,4560.00
2044,4480.00
2045,4560.00
2046,4480.00
2047,4480.00
2048,4560.00
2049,4560.00
2050,4560.00
2051,4560.00
2052,4560.00
2053,4480.00
2054,4560.00
2055,4480.00
2056,4560.00
2057,4480.00
2058,4560.00
2059,4480.00
2060,4560.00
2061,4480.00
2062,4480.00
2063,4560.00
2064,4480.00
2065,4560.00
2066,4560.00
2067,4480.00
2068,4560.00
2069,4480.00
2070,4480.00
2071,4560.00
2072,4480.00
2073,4480.00
2074,4480.00
2075,4480.00
2076,160.00
2077,80.00
2078,80.00
2079,0.00
2080,80.00
2081,0.00
2082,80.00
2083,0.00
2084,0.00
2085,80.00
2086,80.00
2087,0.00
2088,0.00
2089,0.00
2090,0.00
2091,4480.00
2092,4480.00
2093,4480.00
2094,4560.00
2095,4560.00
2096,4560.00
2097,4480.00
2098,4560.00
2099,4480.00
2100,4480.00
2101,4560.00
2102,4560.00
2103,4560.00
2104,4480.00
2105,4480.00
2106,4560.00
2107,4560.00
2108,4560.00
2109,4480.00
2110,4480.00
2111,4560.00
2112,4480.00
2113,4560.00
2114,4560.00
2115,4560.00
2116,4480.00
2117,4560.00
2118,4560.00
2119,4560.00
2120,4560.00
2121,4560.00
2122,4560.00
2123,4560.00
2124,4560.00
2125,4560.00
2126,4560.00
2127,4480.00
2128,4480.00
2129,4560.00
2130,4480.00
2131,4560.00
2132,4480.00
2133,80.00
2134,160.00
2135,80.00
2136,0.00
2137,0.00
2138,0.00
2139,0.00
2140,0.00
2141,80.00
2142,0.00
2143,0.00
2144,0.00
2145,0.00
2146,0.00
2147,0.00
2148,3840.00
2149,4480.00
2150,4480.00
2151,4480.00
2152,4480.00
2153,4480.00
2154,4560.00
2155,4480.00
2156,4560.00
2157,4560.00
2158,4480.00
2159,4480.00
2160,4480.00
2161,4480.00
2162,4560.00
2163,4640.00
2164,4480.00
2165,4560.00
2166,4480.00
2167,4560.00
2168,4560.00
2169,4560.00
2170,4560.00
2171,4560.00
2172,4560.00
2173,4560.00
2174,4560.00
2175,4480.00
2176,4480.00
2177,4480.00
2178,4560.00
2179,4560.00
2180,4560.00
2181,4560.00
2182,4560.00
2183,4560.00
2184,4560.00
2185,4560.00
2186,4560.00
2187,4560.00
2188,4560.00
2189,160.00
2190,160.00
2191,80.00
2192,0.00
2193,80.00
2194,80.00
2195,0.00
2196,0.00
2197,0.00
2198,0.00
2199,0.00
2200,0.00
2201,0.00
2202,0.00
2203,0.00
2204,0.00
2205,4400.00
2206,4480.00
2207,4560.00
2208,4560.00
2209,4480.00
2210,4560.00
2211,4480.00
2212,4480.00
2213,4480.00
2214,4560.00
2215,4480.00
2216,4480.00
2217,160.00
2218,160.00
2219,0.00
2220,80.00
2221,80.00
2222,80.00
2223,0.00
2224,0.00
2225,0.00
2226,0.00
2227,0.00
2228,0.00
2229,0.00
2230,0.00
2231,0.00
2232,0.00
2233,4480.00
2234,4480.00
2235,4560.00
2236,4480.00
2237,4480.00
2238,4480.00
2239,4480.00
2240,4480.00
2241,4480.00
2242,4560.00
2243,4480.00
2244,4480.00
2245,4480.00
2246,160.00
2247,0.00
2248,80.00
2249,0.00
2250,0.00
2251,0.00
2252,0.00
2253,80.00
2254,0.00
2255,0.00
2256,0.00
2257,0.00
2258,0.00
2259,0.00
2260,0.00
2261,0.00
2262,4480.00
2263,4480.00
2264,4480.00
2265,4480.00
2266,4560.00
2267,4480.00
2268,4560.00
2269,4560.00
2270,4560.00
2271,4560.00
2272,4560.00
2273,4560.00
2274,4480.00
2275,4480.00
2276,4560.00
2277,4480.00
2278,4560.00
2279,4560.00
2280,4560.00
2281,4480.00
2282,4560.00
2283,4480.00
2284,4560.00
2285,4560.00
2286,4560.00
2287,4560.00
2288,4560.00
2289,4560.00
2290,4560.00
2291,4560.00
2292,4560.00
2293,4560.00
2294,4560.00
2295,4480.00
2296,4480.00
2297,4560.00
2298,4480.00
2299,4560.00
2300,4560.00
2301,4560.00
2302,80.00
2303,80.00
2304,0.00
2305,160.00
2306,80.00
2307,80.00
2308,80.00
2309,0.00
2310,0.00
2311,0.00
2312,80.00
2313,0.00
2314,0.00
2315,0.00
2316,0.00
2317,0.00
2318,4400.00
2319,4480.00
2320,4480.00
2321,4480.00
2322,4480.00
2323,4480.00
2324,4480.00
2325,4560.00
2326,4560.00
2327,4560.00
2328,4560.00
2329,4480.00
2330,4480.00
2331,160.00
2332,80.00
2333,0.00
2334,0.00
2335,0.00
2336,0.00
2337,0.00
2338,0.00
2339,0.00
2340,0.00
2341,0.00
2342,0.00
2343,0.00
2344,0.00
2345,0.00
2346,4480.00
2347,4480.00
2348,4400.00
2349,4480.00
2350,4480.00
2351,4480.00
2352,4480.00
2353,4480.00
2354,4560.00
2355,4560.00
2356,4480.00
2357,4480.00
2358,4480.00
2359,160.00
2360,160.00
2361,80.00
2362,0.00
2363,0.00
2364,0.00
2365,80.00
2366,80.00
2367,80.00
2368,0.00
2369,0.00
2370,0.00
2371,0.00
2372,0.00
2373,0.00
2374,0.00
2375,4480.00
2376,4400.00
2377,4480.00
2378,4560.00
2379,4480.00
2380,4480.00
2381,4560.00
2382,4560.00
2383,4480.00
2384,4480.00
2385,4560.00
2386,4560.00
2387,160.00
2388,160.00
2389,80.00
2390,0.00
2391,0.00
2392,0.00
2393,0.00
2394,0.00
2395,0.00
2396,0.00
2397,0.00
2398,0.00
2399,0.00
2400,0.00
2401,4400.00
2402,4480.00
2403,4480.00
2404,4560.00
2405,4480.00
2406,4560.00
2407,4560.00
2408,4480.00
2409,4560.00
2410,4560.00
2411,4560.00
2412,4560.00
2413,4480.00
2414,4480.00
2415,4560.00
2416,4480.00
2417,4480.00
2418,4480.00
2419,4480.00
2420,4560.00
2421,4560.00
2422,4480.00
2423,4560.00
2424,4480.00
2425,4560.00
2426,4560.00
2427,4480.00
2428,4560.00
2429,4480.00
2430,4480.00
2431,4560.00
2432,4560.00
2433,4560.00
2434,4480.00
2435,4480.00
2436,4480.00
2437,4560.00
2438,4560.00
2439,4560.00
2440,4560.00
2441,4560.00
2442,80.00
2443,80.00
2444,0.00
2445,0.00
2446,0.00
2447,0.00
2448,0.00
2449,0.00
2450,0.00
2451,0.00
2452,0.00
2453,0.00
2454,0.00
2455,0.00
2456,0.00
2457,0.00
2458,4480.00
2459,4480.00
2460,4480.00
2461,4480.00
2462,4560.00
2463,4480.00
2464,4560.00
2465,4560.00
2466,4480.00
2467,4560.00
2468,4560.00
2469,4480.00
2470,80.00
2471,80.00
2472,0.00
2473,80.00
2474,0.00
2475,0.00
2476,0.00
2477,0.00
2478,0.00
2479,0.00
2480,0.00
2481,0.00
2482,0.00
2483,0.00
2484,0.00
2485,0.00
2486,4400.00
2487,4480.00
2488,4480.00
2489,4560.00
2490,4560.00
2491,4480.00
2492,4480.00
2493,4560.00
2494,4480.00
2495,4560.00
2496,4560.00
2497,4480.00
2498,160.00
2499,80.00
2500,80.00
2501,80.00
2502,80.00
2503,0.00
2504,0.00
2505,0.00
2506,0.00
2507,0.00
2508,0.00
2509,0.00
2510,0.00
2511,0.00
2512,0.00
2513,0.00
2514,4400.00
2515,4480.00
2516,4480.00
2517,4480.00
2518,4480.00
2519,4480.00
2520,4560.00
2521,4480.00
2522,4560.00
2523,4560.00
2524,4480.00
2525,4480.00
2526,4560.00
2527,4560.00
2528,4560.00
2529,4480.00
2530,4560.00
2531,4560.00
2532,4480.00
2533,4480.00
2534,4560.00
2535,4560.00
2536,4480.00
2537,4560.00
2538,4480.00
2539,4480.00
2540,4560.00
2541,4480.00
2542,4640.00
2543,4480.00
2544,4480.00
2545,4560.00
2546,4480.00
2547,4560.00
2548,4560.00
2549,4560.00
2550,4560.00
2551,4480.00
2552,4560.00
2553,4560.00
2554,4480.00
2555,4560.00
2556,4480.00
2557,4480.00
2558,4560.00
2559,4560.00
2560,4560.00
2561,4560.00
2562,4560.00
2563,4480.00
2564,4560.00
2565,4640.00
2566,4560.00
2567,4480.00
2568,4560.00
2569,4560.00
2570,4560.00
2571,4480.00
2572,4560.00
2573,4480.00
2574,4560.00
2575,4560.00
2576,4560.00
2577,4560.00
2578,4560.00
2579,4560.00
2580,4480.00
2581,4480.00
2582,4560.00
2583,4560.00
2584,4560.00
2585,4560.00
2586,4560.00
2587,4480.00
2588,4560.00
2589,4560.00
2590,4560.00
2591,4480.00
2592,4560.00
2593,4560.00
2594,4560.00
2595,4560.00
2596,4560.00
2597,4560.00
2598,4560.00
2599,4480.00
2600,4560.00
2601,4560.00
2602,4560.00
2603,4560.00
2604,4560.00
2605,4560.00
2606,4560.00
2607,4480.00
2608,4480.00
2609,4560.00
2610,4560.00
2611,4560.00
2612,4560.00
2613,4560.00
2614,4560.00
2615,4640.00
2616,4560.00
2617,4480.00
2618,4480.00
2619,4560.00
2620,4560.00
2621,4560.00
2622,4560.00
2623,4640.00
2624,4560.00
2625,4560.00
2626,4560.00
2627,4560.00
2628,4560.00
2629,4560.00
2630,4560.00
2631,4560.00
2632,4560.00
2633,4560.00
2634,4560.00
2635,4560.00
2636,4560.00
2637,4640.00
2638,4560.00
2639,4560.00
2640,4560.00
2641,4560.00
2642,4560.00
2643,4560.00
2644,4560.00
2645,4640.00
2646,4560.00
2647,4480.00
2648,4560.00
2649,4480.00
2650,4640.00
2651,4480.00
2652,4480.00
2653,4560.00
2654,4560.00
2655,4560.00
2656,4560.00
2657,4560.00
2658,4560.00
2659,4560.00
2660,4560.00
2661,4560.00
2662,4560.00
2663,4560.00
2664,4560.00
2665,4560.00
2666,4560.00
2667,4560.00
2668,4560.00
2669,4560.00
2670,4560.00
2671,4560.00
2672,4560.00
2673,4560.00
2674,4560.00
2675,4480.00
2676,4560.00
2677,4560.00
2678,4560.00
2679,4560.00
2680,4560.00
2681,4560.00
2682,4560.00
2683,4480.00
2684,4480.00
2685,4560.00
2686,4560.00
2687,4560.00
2688,4640.00
2689,4560.00
2690,4560.00
2691,4560.00
2692,4560.00
2693,4560.00
2694,4560.00
2695,4560.00
2696,4560.00
2697,4560.00
2698,4480.00
2699,4640.00
2700,4480.00
2701,4560.00
2702,4560.00
2703,4560.00
2704,4560.00
2705,4560.00
2706,4560.00
2707,4560.00
2708,4560.00
2709,4560.00
2710,4560.00
2711,4560.00
2712,4640.00
2713,4480.00
2714,4480.00
2715,4640.00
2716,4560.00
2717,4560.00
2718,4480.00
2719,4560.00
2720,4560.00
2721,4560.00
2722,4560.00
2723,4560.00
2724,4560.00
2725,4560.00
2726,4560.00
2727,4560.00
2728,4560.00
2729,4560.00
2730,4480.00
2731,4560.00
2732,4560.00
2733,4560.00
2734,4560.00
2735,4560.00
2736,4560.00
2737,4560.00
2738,4480.00
2739,4560.00
2740,4560.00
2741,4640.00
2742,4560.00
2743,4560.00
2744,4560.00
2745,4560.00
2746,4560.00
2747,4560.00
2748,4560.00
2749,4560.00
2750,4560.00
2751,4480.00
2752,4480.00
2753,4560.00
2754,4480.00
2755,4560.00
2756,4560.00
2757,4480.00
2758,4560.00
2759,4560.00
2760,4640.00
2761,4560.00
2762,4640.00
2763,4560.00
2764,4560.00
2765,4560.00
2766,4640.00
2767,4560.00
2768,4560.00
2769,4640.00
2770,4560.00
2771,4560.00
2772,4640.00
2773,4560.00
2774,4560.00
2775,4560.00
2776,4560.00
2777,4560.00
2778,4560.00
2779,4560.00
2780,4560.00
2781,4640.00
2782,4560.00
2783,4560.00
2784,4560.00
2785,4480.00
2786,4560.00
2787,4560.00
2788,4560.00
2789,4560.00
2790,4560.00
2791,4560.00
2792,4640.00
2793,4560.00
2794,4560.00
2795,4560.00
2796,4560.00
2797,4640.00
2798,4560.00
2799,4560.00
2800,4560.00
2801,4560.00
2802,4480.00
2803,4560.00
2804,4640.00
2805,4560.00
2806,4560.00
2807,4560.00
2808,4560.00
2809,4560.00
2810,4560.00
2811,4560.00
2812,4480.00
2813,4560.00
2814,4560.00
2815,4560.00
2816,4560.00
2817,4560.00
2818,4560.00
2819,4560.00
2820,4560.00
2821,4480.00
2822,4560.00
2823,4560.00
2824,4560.00
2825,4560.00
2826,4560.00
2827,4560.00
2828,4560.00
2829,4560.00
2830,4560.00
2831,4560.00
2832,4560.00
2833,4640.00
2834,4480.00
2835,4560.00
2836,4560.00
2837,4560.00
2838,4560.00
2839,4560.00
2840,4560.00
2841,4640.00
2842,4560.00
2843,4560.00
2844,4560.00
2845,4560.00
2846,4560.00
2847,4560.00
2848,4560.00
2849,4560.00
2850,4560.00
2851,4480.00
2852,4560.00
2853,4560.00
2854,4560.00
2855,4560.00
2856,4560.00
2857,4560.00
2858,4560.00
2859,4560.00
2860,4560.00
2861,4560.00
2862,4480.00
2863,4560.00
2864,4560.00
2865,4560.00
2866,4480.00
2867,4560.00
2868,4560.00
2869,4560.00
2870,4560.00
2871,4560.00
2872,4480.00
2873,4560.00
2874,4480.00
2875,4560.00
2876,4560.00
2877,4480.00
2878,4560.00
2879,4560.00
2880,4560.00
2881,4560.00
2882,4560.00
2883,4560.00
2884,4560.00
2885,4560.00
2886,4560.00
2887,4560.00
2888,4560.00
2889,4560.00
2890,4480.00
2891,4560.00
2892,4480.00
2893,4560.00
2894,4560.00
2895,4560.00
2896,4560.00
2897,4560.00
2898,4560.00
2899,4480.00
2900,4560.00
2901,4560.00
2902,4640.00
2903,4560.00
2904,4560.00
2905,4560.00
2906,4480.00
2907,4560.00
2908,4560.00
2909,4560.00
2910,4560.00
2911,4560.00
2912,4560.00
2913,4560.00
2914,4560.00
2915,4560.00
2916,4480.00
2917,4560.00
2918,4560.00
2919,4560.00
2920,4560.00
2921,4560.00
2922,4640.00
2923,4560.00
2924,4560.00
2925,4560.00
2926,4480.00
2927,4480.00
2928,4560.00
2929,4560.00
2930,4560.00
2931,4560.00
2932,4480.00
2933,4560.00
2934,4560.00
2935,4480.00
2936,4560.00
2937,4560.00
2938,4560.00
2939,4480.00
2940,4560.00
2941,4560.00
2942,4560.00
2943,4560.00
2944,4640.00
2945,4560.00
2946,4560.00
2947,4560.00
2948,4560.00
2949,4560.00
2950,4640.00
2951,4560.00
2952,4560.00
2953,4560.00
2954,4560.00
2955,4560.00
2956,4560.00
2957,4560.00
2958,4640.00
2959,4560.00
2960,4560.00
2961,4560.00
2962,4560.00
2963,4560.00
2964,4560.00
2965,4560.00
2966,4560.00
2967,4560.00
2968,4560.00
2969,4560.00
2970,4560.00
2971,4560.00
2972,4560.00
2973,4480.00
2974,4480.00
2975,4560.00
2976,4560.00
2977,4640.00
2978,4560.00
2979,4560.00
2980,4560.00
2981,4560.00
2982,4480.00
2983,4560.00
2984,4560.00
2985,4560.00
2986,4480.00
2987,4560.00
2988,4480.00
2989,4480.00
2990,4560.00
2991,4560.00
2992,4560.00
2993,4480.00
2994,4560.00
2995,4480.00
2996,4560.00
2997,4560.00
2998,4560.00
2999,4560.00
3000,4560.00
3001,4560.00
3002,4560.00
3003,4560.00
3004,4560.00
3005,4560.00
3006,4560.00
3007,4560.00
3008,4560.00
3009,4560.00
3010,4560.00
3011,4640.00
3012,4480.00
3013,4560.00
3014,4560.00
3015,4560.00
3016,4480.00
3017,4560.00
3018,4560.00
3019,4480.00
3020,4480.00
3021,4480.00
3022,4560.00
3023,4480.00
3024,4480.00
3025,4560.00
3026,4480.00
3027,4560.00
3028,4560.00
3029,4560.00
3030,4480.00
3031,4560.00
3032,4560.00
3033,4480.00
3034,4560.00
3035,4560.00
3036,4560.00
3037,4480.00
3038,4560.00
3039,4560.00
3040,4560.00
3041,4560.00
3042,4560.00
3043,4560.00
3044,4560.00
3045,4560.00
3046,4480.00
3047,4560.00
3048,4480.00
3049,4640.00
3050,4480.00
3051,4560.00
3052,4640.00
3053,4480.00
3054,4480.00
3055,4560.00
3056,4560.00
3057,4560.00
3058,4560.00
3059,4560.00
3060,4560.00
3061,4560.00
3062,4560.00
3063,4560.00
3064,4560.00
3065,4560.00
3066,4560.00
3067,4480.00
3068,4560.00
3069,4560.00
3070,4560.00
3071,4560.00
3072,4560.00
3073,4560.00
3074,4560.00
3075,4560.00
3076,4560.00
3077,4480.00
3078,4560.00
3079,4560.00
3080,4480.00
3081,4480.00
3082,4560.00
3083,4480.00
3084,4560.00
3085,4560.00
3086,4560.00
3087,4560.00
3088,4560.00
3089,4560.00
3090,4560.00
3091,4560.00
3092,4560.00
3093,4560.00
3094,4560.00
3095,4480.00
3096,4480.00
3097,4560.00
3098,4560.00
3099,4560.00
3100,4560.00
3101,4560.00
3102,4560.00
3103,4560.00
3104,4480.00
3105,4560.00
3106,4560.00
3107,4560.00
3108,4560.00
3109,4560.00
3110,4560.00
3111,4560.00
3112,4480.00
3113,4560.00
3114,4560.00
3115,4560.00
3116,4640.00
3117,4640.00
3118,4560.00
3119,4560.00
3120,4560.00
3121,4560.00
3122,4560.00
3123,4560.00
3124,4560.00
3125,4560.00
3126,4560.00
3127,4560.00
3128,4560.00
3129,4640.00
3130,4480.00
3131,4560.00
3132,4480.00
3133,4560.00
3134,4480.00
3135,4560.00
3136,4560.00
3137,4560.00
3138,4560.00
3139,4480.00
3140,4560.00
3141,4560.00
3142,4560.00
3143,4560.00
3144,4560.00
3145,4560.00
3146,4480.00
3147,4560.00
3148,4560.00
3149,4560.00
3150,4560.00
3151,4560.00
3152,4560.00
3153,4640.00
3154,4560.00
3155,4560.00
3156,4560.00
3157,4480.00
3158,4560.00
3159,4560.00
3160,4480.00
3161,4480.00
3162,4560.00
3163,4560.00
3164,4560.00
3165,4560.00
3166,4560.00
3167,4640.00
3168,4560.00
3169,4640.00
3170,4480.00
3171,4560.00
3172,4640.00
3173,4560.00
3174,4560.00
3175,4560.00
3176,4480.00
3177,4560.00
3178,4560.00
3179,4560.00
3180,4560.00
3181,4560.00
3182,4560.00
3183,4480.00
3184,4480.00
3185,4480.00
3186,4560.00
3187,4560.00
3188,4640.00
3189,4560.00
3190,4560.00
3191,4560.00
3192,4480.00
3193,4560.00
3194,4560.00
3195,4560.00
3196,4640.00
3197,4560.00
3198,4560.00
3199,4560.00
3200,4560.00
3201,4560.00
3202,4560.00
3203,4560.00
3204,4560.00
3205,4560.00
3206,4560.00
3207,4480.00
3208,4560.00
3209,4560.00
3210,4480.00
3211,4480.00
3212,4560.00
3213,4560.00
3214,4560.00
3215,4560.00
3216,4560.00
3217,4560.00
3218,4560.00
3219,4560.00
3220,4480.00
3221,4560.00
3222,4480.00
3223,4560.00
3224,4480.00
3225,4560.00
3226,4560.00
3227,4640.00
3228,4560.00
3229,4560.00
3230,4560.00
3231,4480.00
3232,4480.00
3233,4560.00
3234,4560.00
3235,4480.00
3236,4560.00
3237,4560.00
3238,4560.00
3239,4560.00
3240,4560.00
3241,4560.00
3242,4560.00
3243,4640.00
3244,4560.00
3245,4560.00
3246,4480.00
3247,4560.00
3248,4560.00
3249,4560.00
3250,4560.00
3251,4560.00
3252,4560.00
3253,4560.00
3254,4480.00
3255,4640.00
3256,4480.00
3257,4560.00
3258,4560.00
3259,4560.00
3260,4560.00
3261,4560.00
3262,4560.00
3263,4560.00
3264,4560.00
3265,4560.00
3266,4560.00
3267,4560.00
3268,4480.00
3269,4480.00
3270,4640.00
3271,4560.00
3272,4560.00
3273,4560.00
3274,4560.00
3275,4560.00
3276,4560.00
3277,4560.00
3278,4560.00
3279,4480.00
3280,4560.00
3281,4560.00
3282,4640.00
3283,4560.00
3284,4560.00
3285,4560.00
3286,4560.00
3287,4560.00
3288,4560.00
3289,4480.00
3290,4560.00
3291,4560.00
3292,4560.00
3293,4560.00
3294,4560.00
3295,4560.00
3296,4560.00
3297,4560.00
3298,4560.00
3299,4560.00
3300,4480.00
3301,4560.00
3302,4560.00
3303,4560.00
3304,4560.00
3305,4640.00
3306,4560.00
3307,4480.00
3308,4480.00
3309,4560.00
3310,4480.00
3311,4560.00
3312,4560.00
3313,4560.00
3314,4560.00
3315,4560.00
3316,4560.00
3317,4560.00
3318,4560.00
3319,4640.00
3320,4560.00
3321,4560.00
3322,4560.00
3323,4560.00
3324,4560.00
3325,4560.00
3326,4560.00
3327,4640.00
3328,4560.00
3329,4640.00
3330,4560.00
3331,4480.00
3332,4560.00
3333,4560.00
3334,4560.00
3335,4640.00
3336,4560.00
3337,4560.00
3338,4560.00
3339,4480.00
3340,4560.00
3341,4560.00
3342,4480.00
3343,4560.00
3344,4560.00
3345,4560.00
3346,4560.00
3347,4560.00
3348,4560.00
3349,4560.00
3350,4560.00
3351,4560.00
3352,4560.00
3353,4560.00
3354,4560.00
3355,4560.00
3356,4560.00
3357,4560.00
3358,4560.00
3359,4560.00
3360,4560.00
3361,4560.00
3362,4560.00
3363,4560.00
3364,4560.00
3365,4560.00
3366,4560.00
3367,4560.00
3368,4560.00
3369,4560.00
3370,4560.00
3371,4560.00
3372,4480.00
3373,4560.00
3374,4480.00
3375,4560.00
3376,4560.00
3377,4560.00
3378,4560.00
3379,4560.00
3380,4640.00
3381,4480.00
3382,4560.00
3383,4560.00
3384,4480.00
3385,4560.00
3386,4560.00
3387,4560.00
3388,4560.00
3389,4560.00
3390,4480.00
3391,4560.00
3392,4560.00
3393,4560.00
3394,4560.00
3395,4560.00
3396,4560.00
3397,4560.00
3398,4560.00
3399,4480.00
3400,4560.00
3401,4560.00
3402,4560.00
3403,4560.00
3404,4560.00
3405,4560.00
3406,4640.00
3407,4560.00
3408,4560.00
3409,4560.00
3410,4480.00
3411,4480.00
3412,4560.00
3413,4560.00
3414,4560.00
3415,4560.00
3416,4560.00
3417,4560.00
3418,4560.00
3419,4640.00
3420,4560.00
3421,4560.00
3422,4560.00
3423,4560.00
3424,4560.00
3425,4560.00
3426,4560.00
3427,4560.00
3428,4640.00
3429,4480.00
3430,4640.00
3431,4560.00
3432,4480.00
3433,4560.00
3434,4560.00
3435,4640.00
3436,4560.00
3437,4560.00
3438,4560.00
3439,4560.00
3440,4480.00
3441,4560.00
3442,4560.00
3443,4560.00
3444,4560.00
3445,4560.00
3446,4560.00
3447,4560.00
3448,4560.00
3449,4560.00
3450,4480.00
3451,4480.00
3452,4560.00
3453,4560.00
3454,4480.00
3455,4480.00
3456,4560.00
3457,4560.00
3458,4560.00
3459,4480.00
3460,4560.00
3461,4480.00
3462,4560.00
3463,4560.00
3464,4480.00
3465,4560.00
3466,4480.00
3467,4560.00
3468,4560.00
3469,4560.00
3470,4560.00
3471,4480.00
3472,4560.00
3473,4560.00
3474,4560.00
3475,4560.00
3476,4480.00
3477,4560.00
3478,4560.00
3479,4480.00
3480,4560.00
3481,4560.00
3482,4560.00
3483,4560.00
3484,4560.00
3485,4560.00
3486,4640.00
3487,4560.00
3488,4560.00
3489,4560.00
3490,4640.00
3491,4480.00
3492,4560.00
3493,4560.00
3494,4560.00
3495,4560.00
3496,4560.00
3497,4560.00
3498,4480.00
3499,4560.00
3500,4560.00
3501,4480.00
3502,4480.00
3503,4560.00
3504,4560.00
3505,4560.00
3506,4560.00
3507,4480.00
3508,4560.00
3509,4560.00
3510,4560.00
3511,4560.00
3512,4560.00
3513,4640.00
3514,4560.00
3515,4560.00
3516,4560.00
3517,4480.00
3518,4480.00
3519,4640.00
3520,4560.00
3521,4480.00
3522,4560.00
3523,4560.00
3524,4560.00
3525,4480.00
3526,4560.00
3527,4560.00
3528,4480.00
3529,4640.00
3530,4560.00
3531,4480.00
3532,4480.00
3533,4480.00
3534,4480.00
3535,4560.00
3536,4560.00
3537,4560.00
3538,4560.00
3539,4560.00
3540,4560.00
3541,4560.00
3542,4560.00
3543,4480.00
3544,4560.00
3545,4560.00
3546,4480.00
3547,4480.00
3548,4560.00
3549,4560.00
3550,4560.00
3551,4560.00
3552,4560.00
3553,4560.00
3554,4560.00
3555,4560.00
3556,4560.00
3557,4560.00
3558,4560.00
3559,4560.00
3560,4480.00
3561,4560.00
3562,4560.00
3563,4560.00
3564,4560.00
3565,4480.00
3566,4560.00
3567,4560.00
3568,4560.00
3569,4560.00
3570,4480.00
3571,4560.00
3572,4640.00
3573,4560.00
3574,4560.00
3575,4560.00
3576,4560.00
3577,4560.00
3578,4560.00
3579,4640.00
3580,4560.00
3581,4560.00
3582,4560.00
3583,4560.00
3584,4560.00
3585,4560.00
3586,4480.00
3587,4560.00
3588,4560.00
3589,4560.00
3590,4480.00
3591,4480.00
3592,4560.00
3593,4480.00
3594,4560.00
3595,4560.00
3596,4480.00
3597,4560.00
3598,4560.00
3599,4560.00
3600,4560.00
3601,4560.00
3602,4640.00
3603,4560.00
3604,4560.00
3605,4560.00
3606,4560.00
3607,4560.00
3608,4560.00
3609,4480.00
3610,4560.00
3611,4480.00
3612,4560.00
3613,4560.00
3614,4560.00
3615,4560.00
3616,4560.00
3617,4560.00
3618,4560.00
3619,4480.00
3620,4560.00
3621,4560.00
3622,4560.00
3623,4560.00
3624,4480.00
